LP DATA SYSTEM SID HUMAN
tr-en newstest2017 online-B.0 1785 -0.179812106122586
tr-en newstest2017 online-A.0 1808 0.0774112563380829
tr-en newstest2017 afrl-mitll-syscomb.4902+afrl-mitll-m2w-nr1.4901 1841 -0.522769142843941
tr-en newstest2017 uedin-nmt.4931 1845 -0.235263622164813
tr-en newstest2017 afrl-mitll-syscomb.4902 1847 -0.104561241375883
tr-en newstest2017 jhu-pbmt.4972 1860 -0.597767388751548
tr-en newstest2017 afrl-mitll-syscomb.4902 1871 0.575810344817366
tr-en newstest2017 LIUM-NMT.4888 1884 -0.208284835916191
tr-en newstest2017 online-B.0 1965 0.265476387238156
tr-en newstest2017 afrl-mitll-m2w-nr1.4901 1976 0.129994819699427
tr-en newstest2017 PROMT-SMT.4737 1984 -0.506420030157403
tr-en newstest2017 LIUM-NMT.4888 2039 -0.341788114324369
tr-en newstest2017 uedin-nmt.4931 2048 -0.935823942561231
tr-en newstest2017 afrl-mitll-syscomb.4902 2083 0.368252385090334
tr-en newstest2017 uedin-nmt.4931 2170 -0.0872753573536694
tr-en newstest2017 JAIST.4859 2192 -0.504674504590047
tr-en newstest2017 jhu-pbmt.4972+JAIST.4859 2193 1.41581525652041
tr-en newstest2017 jhu-pbmt.4972 2286 0.00964680527085115
tr-en newstest2017 PROMT-SMT.4737 2317 -0.767590036588196
tr-en newstest2017 afrl-mitll-syscomb.4902 2324 -0.00340666043269232
tr-en newstest2017 afrl-mitll-m2w-nr1.4901 2325 -0.820339144750634
tr-en newstest2017 afrl-mitll-m2w-nr1.4901 2329 -0.672741073862096
tr-en newstest2017 jhu-pbmt.4972 2386 -0.362179416037402
tr-en newstest2017 JAIST.4859 2437 -1.29071199888717
tr-en newstest2017 online-B.0 2466 0.010021740793322
tr-en newstest2017 uedin-nmt.4931 2597 0.0127624139632907
tr-en newstest2017 online-B.0 2630 0.859212699096434
tr-en newstest2017 JAIST.4859 2647 -1.42250951537399
tr-en newstest2017 jhu-pbmt.4972 2659 -0.686561611911518
tr-en newstest2017 online-G.0 2662 0.315020450320859
tr-en newstest2017 afrl-mitll-m2w-nr1.4901 2680 0.49012355368133
tr-en newstest2017 uedin-nmt.4931 2702 0.283687331002366
tr-en newstest2017 online-A.0 2720 0.631594069651952
tr-en newstest2017 online-A.0 2721 0.288380712312254
tr-en newstest2017 jhu-pbmt.4972 2734 -0.717592882750422
tr-en newstest2017 jhu-pbmt.4972 2757 0.53697675338074
tr-en newstest2017 PROMT-SMT.4737 2825 0.100810794815551
tr-en newstest2017 jhu-pbmt.4972 2874 -0.12367793354517
tr-en newstest2017 online-G.0 2901 0.050966751871506
tr-en newstest2017 online-G.0 2972 0.210532921137569
tr-en newstest2017 afrl-mitll-m2w-nr1.4901 15 -0.969731377007766
tr-en newstest2017 afrl-mitll-m2w-nr1.4901 91 0.454135661915226
tr-en newstest2017 online-G.0 99 -0.200891304318056
tr-en newstest2017 afrl-mitll-m2w-nr1.4901 155 -0.14076177089353
tr-en newstest2017 online-G.0 176 0.230110668469022
tr-en newstest2017 uedin-nmt.4931 312 1.00522957704199
tr-en newstest2017 JAIST.4859 335 -0.0752908678523702
tr-en newstest2017 uedin-nmt.4931 337 1.00306965966872
tr-en newstest2017 PROMT-SMT.4737 344 -0.616602606798657
tr-en newstest2017 JAIST.4859 475 -0.58934692066148
tr-en newstest2017 LIUM-NMT.4888 503 -0.484293662750789
tr-en newstest2017 jhu-pbmt.4972 610 -0.247420493849024
tr-en newstest2017 online-B.0 714 0.185244196451178
tr-en newstest2017 online-B.0 740 0.513267642144823
tr-en newstest2017 jhu-pbmt.4972 757 -0.397831563729392
tr-en newstest2017 afrl-mitll-syscomb.4902 849 -0.610467713475372
tr-en newstest2017 PROMT-SMT.4737 869 -0.37803184344528
tr-en newstest2017 afrl-mitll-syscomb.4902 918 0.105482045810856
tr-en newstest2017 LIUM-NMT.4888 938 -0.187003623020094
tr-en newstest2017 online-B.0 964 0.643516810068803
tr-en newstest2017 JAIST.4859 1082 -0.59244653483043
tr-en newstest2017 JAIST.4859 1092 -0.769019266182589
tr-en newstest2017 LIUM-NMT.4888 1114 0.0835424342425599
tr-en newstest2017 uedin-nmt.4931 1165 0.709268067469956
tr-en newstest2017 LIUM-NMT.4888 1178 -0.273567433446662
tr-en newstest2017 uedin-nmt.4931 1185 0.693629560017901
tr-en newstest2017 uedin-nmt.4931 1217 0.229291525953898
tr-en newstest2017 PROMT-SMT.4737 1258 -0.380725905325683
tr-en newstest2017 PROMT-SMT.4737 1270 0.831357516163333
tr-en newstest2017 online-B.0 1291 -0.202050116681256
tr-en newstest2017 online-B.0 1298 0.710080173349527
tr-en newstest2017 JAIST.4859 1399 -0.203474973669472
tr-en newstest2017 afrl-mitll-syscomb.4902+afrl-mitll-m2w-nr1.4901 1399 -0.278920219186064
tr-en newstest2017 jhu-pbmt.4972 1517 -0.899051894305053
tr-en newstest2017 afrl-mitll-syscomb.4902 1538 -0.335077112993927
tr-en newstest2017 LIUM-NMT.4888 1539 -0.611044077270817
tr-en newstest2017 online-G.0 1559 -0.31159907562995
tr-en newstest2017 afrl-mitll-m2w-nr1.4901 1632 -0.0893727949218296
tr-en newstest2017 online-G.0 1665 -0.51527904509326
tr-en newstest2017 JAIST.4859 1700 -0.745226738641656
tr-en newstest2017 PROMT-SMT.4737 1747 -0.650309993795873
tr-en newstest2017 JAIST.4859 1786 -1.19468975219051
tr-en newstest2017 online-B.0 1792 0.648166320272681
tr-en newstest2017 afrl-mitll-syscomb.4902+afrl-mitll-m2w-nr1.4901 1886 -0.262811046273345
tr-en newstest2017 afrl-mitll-syscomb.4902 1998 -0.423875622628606
tr-en newstest2017 uedin-nmt.4931 2028 -0.486908136250823
tr-en newstest2017 online-G.0 2042 -0.835236802486743
tr-en newstest2017 afrl-mitll-m2w-nr1.4901 2043 -0.790087266658306
tr-en newstest2017 afrl-mitll-syscomb.4902 2101 -0.422384500094306
tr-en newstest2017 online-B.0 2127 0.573999827255512
tr-en newstest2017 online-B.0 2180 0.0760211072846843
tr-en newstest2017 afrl-mitll-syscomb.4902 2192 0.323774079392951
tr-en newstest2017 uedin-nmt.4931 2201 0.23753420336301
tr-en newstest2017 afrl-mitll-m2w-nr1.4901 2225 0.713571593622111
tr-en newstest2017 jhu-pbmt.4972 2259 -0.394744339570032
tr-en newstest2017 afrl-mitll-syscomb.4902+afrl-mitll-m2w-nr1.4901 2310 -1.36204066715303
tr-en newstest2017 online-B.0 2348 0.913178939398479
tr-en newstest2017 LIUM-NMT.4888 2449 -0.08853376835673
tr-en newstest2017 afrl-mitll-m2w-nr1.4901 2557 -0.410544973508892
tr-en newstest2017 afrl-mitll-syscomb.4902 2668 -0.467015682478079
tr-en newstest2017 LIUM-NMT.4888 2741 0.0676270600434845
tr-en newstest2017 LIUM-NMT.4888 2757 0.463143471960158
tr-en newstest2017 JAIST.4859 2771 0.273794741792341
tr-en newstest2017 jhu-pbmt.4972 2822 -0.668928831866628
tr-en newstest2017 jhu-pbmt.4972 2839 -0.481584674037862
tr-en newstest2017 JAIST.4859 2887 -0.513477327184223
tr-en newstest2017 online-A.0 2927 0.357526077865475
tr-en newstest2017 PROMT-SMT.4737 2933 0.00912199874205985
tr-en newstest2017 PROMT-SMT.4737 2980 -0.191001404594094
tr-en newstest2017 online-B.0 2983 0.750192898395466
tr-en newstest2017 JAIST.4859 77 -0.0379474790694321
tr-en newstest2017 online-B.0 132 0.177955654984964
tr-en newstest2017 uedin-nmt.4931 134 0.988070379670689
tr-en newstest2017 online-B.0 138 0.116718359006429
tr-en newstest2017 PROMT-SMT.4737 164 -0.333809425120636
tr-en newstest2017 afrl-mitll-m2w-nr1.4901 243 -1.24298115452499
tr-en newstest2017 jhu-pbmt.4972 300 -0.922791503096246
tr-en newstest2017 afrl-mitll-m2w-nr1.4901 404 0.633828757502377
tr-en newstest2017 LIUM-NMT.4888 434 -0.329773234977312
tr-en newstest2017 online-B.0 511 -0.564044275013443
tr-en newstest2017 jhu-pbmt.4972 547 -1.1756131604053
tr-en newstest2017 afrl-mitll-m2w-nr1.4901 557 -0.244681257110715
tr-en newstest2017 online-A.0 563 0.863339355941627
tr-en newstest2017 online-B.0 611 0.512266972284675
tr-en newstest2017 jhu-pbmt.4972 649 -1.0220573998732
tr-en newstest2017 afrl-mitll-syscomb.4902 661 0.205685691529408
tr-en newstest2017 online-A.0 708 0.824258022614298
tr-en newstest2017 online-G.0 784 -0.586471312532963
tr-en newstest2017 jhu-pbmt.4972 786 -0.220512075351076
tr-en newstest2017 online-A.0 805 0.0231344523571115
tr-en newstest2017 online-A.0 818 -0.164148509750445
tr-en newstest2017 PROMT-SMT.4737 885 -0.351784059213584
tr-en newstest2017 JAIST.4859 892 -0.225312141277982
tr-en newstest2017 afrl-mitll-syscomb.4902+afrl-mitll-m2w-nr1.4901 897 -0.016666815849044
tr-en newstest2017 JAIST.4859 926 0.607226511700129
tr-en newstest2017 uedin-nmt.4931 979 0.866625214020811
tr-en newstest2017 jhu-pbmt.4972 1137 -1.10675987449282
tr-en newstest2017 afrl-mitll-m2w-nr1.4901 1194 0.860254253716053
tr-en newstest2017 afrl-mitll-syscomb.4902 1275 -0.234931638021535
tr-en newstest2017 online-B.0 1320 1.00931428043476
tr-en newstest2017 afrl-mitll-syscomb.4902 1325 -0.256080148515815
tr-en newstest2017 online-A.0 1337 -0.126315118404755
tr-en newstest2017 online-G.0 1425 -0.332117032715807
tr-en newstest2017 JAIST.4859 1518 -1.08317231815747
tr-en newstest2017 online-B.0 1555 0.595987574196853
tr-en newstest2017 LIUM-NMT.4888 1670 -0.833037034893273
tr-en newstest2017 afrl-mitll-syscomb.4902+afrl-mitll-m2w-nr1.4901 1698 -0.351714160501643
tr-en newstest2017 uedin-nmt.4931 1734 0.356412941267053
tr-en newstest2017 jhu-pbmt.4972 1754 -0.502623406481952
tr-en newstest2017 PROMT-SMT.4737 1781 0.0867370284359558
tr-en newstest2017 jhu-pbmt.4972 1829 -0.354952897394256
tr-en newstest2017 JAIST.4859 1876 -0.624644222312556
tr-en newstest2017 online-B.0 1905 0.704112885398888
tr-en newstest2017 online-B.0+LIUM-NMT.4888 2041 1.05672429460119
tr-en newstest2017 PROMT-SMT.4737 2070 -0.649894729670292
tr-en newstest2017 JAIST.4859 2082 -0.244927580219204
tr-en newstest2017 JAIST.4859 2200 -0.163001310666851
tr-en newstest2017 online-B.0 2211 1.01167073839248
tr-en newstest2017 online-G.0 2249 -0.363230755820756
tr-en newstest2017 jhu-pbmt.4972 2258 -0.832349060843966
tr-en newstest2017 JAIST.4859 2359 0.577318089614337
tr-en newstest2017 afrl-mitll-syscomb.4902 2376 -0.0764090909555624
tr-en newstest2017 online-G.0 2446 -0.202518645303313
tr-en newstest2017 LIUM-NMT.4888 2522 1.03061359768498
tr-en newstest2017 online-G.0 2561 0.798090841780743
tr-en newstest2017 uedin-nmt.4931 2635 0.277931782707306
tr-en newstest2017 JAIST.4859 2649 -1.02579277711121
tr-en newstest2017 JAIST.4859 2657 -1.08738005847187
tr-en newstest2017 JAIST.4859 2662 -0.946928051206225
tr-en newstest2017 online-B.0 2759 0.606642052159533
tr-en newstest2017 online-B.0 2796 1.11273856933384
tr-en newstest2017 JAIST.4859 2838 -1.15805051764856
tr-en newstest2017 online-G.0 2854 0.363294195319633
tr-en newstest2017 jhu-pbmt.4972 2870 -1.0071966793884
tr-en newstest2017 jhu-pbmt.4972 2917 -0.559515881747503
tr-en newstest2017 online-G.0 2932 0.149455400616591
tr-en newstest2017 LIUM-NMT.4888 2937 1.08259127979976
tr-en newstest2017 uedin-nmt.4931 2954 -0.213947481504728
tr-en newstest2017 JAIST.4859 2976 -0.0578129279509996
tr-en newstest2017 online-A.0 2985 0.524110264532163
tr-en newstest2017 uedin-nmt.4931 130 1.02423311037764
tr-en newstest2017 JAIST.4859 157 0.630612454398894
tr-en newstest2017 online-G.0 169 0.902905929113584
tr-en newstest2017 afrl-mitll-m2w-nr1.4901 207 0.131490478645958
tr-en newstest2017 LIUM-NMT.4888 253 -0.332830623332791
tr-en newstest2017 JAIST.4859 305 -0.80731299673034
tr-en newstest2017 uedin-nmt.4931 327 0.376181937034484
tr-en newstest2017 PROMT-SMT.4737 367 0.121793759308843
tr-en newstest2017 online-A.0 400 0.781028755417542
tr-en newstest2017 uedin-nmt.4931 443 -0.05732934366261
tr-en newstest2017 JAIST.4859 465 -0.84083030175015
tr-en newstest2017 afrl-mitll-m2w-nr1.4901 475 0.100493267269173
tr-en newstest2017 afrl-mitll-syscomb.4902 507 0.0838563804829734
tr-en newstest2017 uedin-nmt.4931 552 0.0266169275613631
tr-en newstest2017 online-B.0 590 -0.118179543536998
tr-en newstest2017 afrl-mitll-m2w-nr1.4901 590 0.782292693280722
tr-en newstest2017 online-B.0 751 0.0947805045690897
tr-en newstest2017 LIUM-NMT.4888 793 -0.40380557143838
tr-en newstest2017 LIUM-NMT.4888 866 -0.348247795394581
tr-en newstest2017 JAIST.4859 914 0.0235423928626458
tr-en newstest2017 online-B.0 916 0.390726939436582
tr-en newstest2017 jhu-pbmt.4972 972 -0.917613817698765
tr-en newstest2017 LIUM-NMT.4888 998 0.354334544542132
tr-en newstest2017 afrl-mitll-m2w-nr1.4901 1033 -0.708235942997032
tr-en newstest2017 JAIST.4859 1091 -0.469156327118231
tr-en newstest2017 afrl-mitll-m2w-nr1.4901 1094 -0.202752548135399
tr-en newstest2017 LIUM-NMT.4888 1166 0.579787809584107
tr-en newstest2017 online-B.0 1262 -0.0644473906981167
tr-en newstest2017 online-G.0 1275 -0.0549288400746851
tr-en newstest2017 PROMT-SMT.4737 1278 -0.193342260088508
tr-en newstest2017 afrl-mitll-m2w-nr1.4901 1293 0.706669870068341
tr-en newstest2017 afrl-mitll-m2w-nr1.4901 1299 -0.806826315549148
tr-en newstest2017 uedin-nmt.4931 1316 -0.576770306426192
tr-en newstest2017 jhu-pbmt.4972 1322 -0.625807874913405
tr-en newstest2017 LIUM-NMT.4888 1393 0.720163052025661
tr-en newstest2017 online-B.0 1426 -1.03107521295103
tr-en newstest2017 online-G.0 1455 -0.340450681516844
tr-en newstest2017 jhu-pbmt.4972 1537 -0.630742097940114
tr-en newstest2017 afrl-mitll-syscomb.4902 1553 -0.554427444032624
tr-en newstest2017 uedin-nmt.4931 1650 0.895384484233635
tr-en newstest2017 jhu-pbmt.4972 1660 -0.33841827006303
tr-en newstest2017 JAIST.4859 1661 -0.275645072261178
tr-en newstest2017 PROMT-SMT.4737 1696 -0.233052245760317
tr-en newstest2017 LIUM-NMT.4888 1768 -0.66783435135974
tr-en newstest2017 jhu-pbmt.4972 1807 -0.984793892547207
tr-en newstest2017 afrl-mitll-m2w-nr1.4901 1852 0.99059571751256
tr-en newstest2017 uedin-nmt.4931 1910 -0.276555385509385
tr-en newstest2017 afrl-mitll-m2w-nr1.4901 2099 -0.59140431303915
tr-en newstest2017 afrl-mitll-syscomb.4902 2105 -0.28244393041543
tr-en newstest2017 online-A.0 2131 0.60010419018155
tr-en newstest2017 uedin-nmt.4931 2182 0.713553209779348
tr-en newstest2017 online-G.0 2191 -0.129289853309363
tr-en newstest2017 jhu-pbmt.4972 2322 -1.23769393521173
tr-en newstest2017 afrl-mitll-syscomb.4902 2339 -0.875381871958687
tr-en newstest2017 LIUM-NMT.4888 2349 -0.172955570415974
tr-en newstest2017 online-A.0 2356 -0.97229664354314
tr-en newstest2017 afrl-mitll-m2w-nr1.4901 2370 0.374065215892365
tr-en newstest2017 afrl-mitll-syscomb.4902+afrl-mitll-m2w-nr1.4901 2400 -0.671293248463272
tr-en newstest2017 PROMT-SMT.4737 2450 -0.544858175260249
tr-en newstest2017 LIUM-NMT.4888 2470 0.987451571023826
tr-en newstest2017 online-A.0 2533 0.298505101678207
tr-en newstest2017 online-B.0 2660 0.641408711094162
tr-en newstest2017 JAIST.4859 2695 -0.866082056640503
tr-en newstest2017 jhu-pbmt.4972 2703 -0.14257890148688
tr-en newstest2017 PROMT-SMT.4737 2722 -0.541677475368028
tr-en newstest2017 JAIST.4859 2730 -1.31672024426395
tr-en newstest2017 online-B.0 2832 0.9132284557979
tr-en newstest2017 online-A.0 2935 1.01740693766201
tr-en newstest2017 uedin-nmt.4931 2981 0.964517798509539
tr-en newstest2017 jhu-pbmt.4972 2985 -0.315879867151129
zh-en newstest2017 CASICT-cons.5144 78 -0.214944007067282
zh-en newstest2017 online-G.0 92 -0.129633384013275
zh-en newstest2017 NRC.5172 101 -1.01213124021282
zh-en newstest2017 online-A.0 105 0.0818308672373175
zh-en newstest2017 Oregon-State-University-S.5173 176 -0.256745373734186
zh-en newstest2017 online-B.0 191 0.46807423197287
zh-en newstest2017 SogouKnowing-nmt.5171 203 -0.393002186142687
zh-en newstest2017 uedin-nmt.5112 211 -0.167401231767485
zh-en newstest2017 Oregon-State-University-S.5173 218 -0.82793529240331
zh-en newstest2017 online-B.0 229 0.360545645160643
zh-en newstest2017 xmunmt.5160+uedin-nmt.5112 243 0.788824159007973
zh-en newstest2017 SogouKnowing-nmt.5171 280 0.65382332315367
zh-en newstest2017 xmunmt.5160 281 0.777810149994742
zh-en newstest2017 SogouKnowing-nmt.5171 333 -0.0128321619729761
zh-en newstest2017 online-F.0 350 -0.921221123350751
zh-en newstest2017 UU-HNMT.5162 362 -1.36973996646155
zh-en newstest2017 Oregon-State-University-S.5173 365 -0.161039579541745
zh-en newstest2017 Oregon-State-University-S.5173 373 0.428403964266982
zh-en newstest2017 online-F.0 534 -0.372688001484826
zh-en newstest2017 jhu-nmt.5151 559 -0.243955043178843
zh-en newstest2017 CASICT-cons.5144 588 -0.0646843150891336
zh-en newstest2017 online-A.0 599 0.586172784343987
zh-en newstest2017 UU-HNMT.5162 627 -0.821191385225502
zh-en newstest2017 jhu-nmt.5151 696 -0.814660003603784
zh-en newstest2017 jhu-nmt.5151 773 0.621665350600968
zh-en newstest2017 online-F.0 778 -0.64868411925453
zh-en newstest2017 afrl-mitll-opennmt.5109 861 -0.396521757560839
zh-en newstest2017 online-G.0 891 -0.296615205507816
zh-en newstest2017 ROCMT.5167 908 0.769946358460912
zh-en newstest2017 afrl-mitll-opennmt.5109 929 -0.705276655898498
zh-en newstest2017 CASICT-cons.5144 936 -0.0948538429255215
zh-en newstest2017 xmunmt.5160 984 0.835617369295678
zh-en newstest2017 online-B.0 1004 -0.136361495527797
zh-en newstest2017 uedin-nmt.5112 1006 -0.0249393704793134
zh-en newstest2017 afrl-mitll-opennmt.5109 1057 -0.579289475402117
zh-en newstest2017 uedin-nmt.5112 1093 -0.349288893289122
zh-en newstest2017 NRC.5172 1125 -0.0892158518677886
zh-en newstest2017 online-G.0 1137 -0.140198554851777
zh-en newstest2017 Oregon-State-University-S.5173 1157 0.264456428961618
zh-en newstest2017 SogouKnowing-nmt.5171 1184 -0.59114734563159
zh-en newstest2017 online-G.0 1237 -0.802060380702385
zh-en newstest2017 SogouKnowing-nmt.5171 1254 0.0450331537191025
zh-en newstest2017 CASICT-cons.5144+ROCMT.5167 1263 -0.0911419409973737
zh-en newstest2017 uedin-nmt.5112 1275 0.673230064085926
zh-en newstest2017 CASICT-cons.5144 1321 -0.513835913129
zh-en newstest2017 SogouKnowing-nmt.5171 1391 0.402308798552137
zh-en newstest2017 uedin-nmt.5112 1405 0.37894823125835
zh-en newstest2017 SogouKnowing-nmt.5171 1442 -0.309305881198715
zh-en newstest2017 NMT-Model-Average-Multi-Cards.5099 1446 -0.533047239247211
zh-en newstest2017 PROMT-SMT.5125 1460 -0.83041387908843
zh-en newstest2017 CASICT-cons.5144 1514 0.751520306262447
zh-en newstest2017 xmunmt.5160 1520 0.321020208341186
zh-en newstest2017 ROCMT.5167 1593 0.338085532415976
zh-en newstest2017 CASICT-cons.5144 1605 -0.580868516510275
zh-en newstest2017 UU-HNMT.5162 1634 1.20526313728741
zh-en newstest2017 PROMT-SMT.5125 1636 0.472893391616345
zh-en newstest2017 NRC.5172 1645 0.738822680795514
zh-en newstest2017 NRC.5172 1697 -0.19424731939734
zh-en newstest2017 uedin-nmt.5112 1700 0.058265174969684
zh-en newstest2017 uedin-nmt.5112 1727 -1.25035451033567
zh-en newstest2017 PROMT-SMT.5125 1739 -0.975440648476935
zh-en newstest2017 Oregon-State-University-S.5173 1815 -0.616942079506517
zh-en newstest2017 afrl-mitll-opennmt.5109 1831 -0.174372725476344
zh-en newstest2017 Oregon-State-University-S.5173 1838 0.426657640377693
zh-en newstest2017 ROCMT.5167 1847 -0.373200088806415
zh-en newstest2017 SogouKnowing-nmt.5171 1860 0.80990614661135
zh-en newstest2017 CASICT-cons.5144 1860 0.892153032783705
zh-en newstest2017 UU-HNMT.5162 1931 -0.0720054759096875
zh-en newstest2017 online-A.0 1953 0.579323758596857
zh-en newstest2017 ROCMT.5167 1964 -0.364795134962089
zh-en newstest2017 Oregon-State-University-S.5173 22 0.689972120527478
zh-en newstest2017 uedin-nmt.5112 31 0.476623470188559
zh-en newstest2017 online-G.0 87 -0.364981807432009
zh-en newstest2017 UU-HNMT.5162 101 -1.60192713963974
zh-en newstest2017 PROMT-SMT.5125 110 0.243142008889609
zh-en newstest2017 afrl-mitll-opennmt.5109 132 0.47272025945406
zh-en newstest2017 online-F.0 147 0.227877430818305
zh-en newstest2017 online-F.0 171 0.0902107367052383
zh-en newstest2017 online-F.0 229 -0.236990590936803
zh-en newstest2017 online-G.0 230 -0.247234518115865
zh-en newstest2017 ROCMT.5167 289 0.4928904623479
zh-en newstest2017 PROMT-SMT.5125 318 -0.248296037496186
zh-en newstest2017 NRC.5172 344 -0.253814783106302
zh-en newstest2017 jhu-nmt.5151 372 -0.118012476260907
zh-en newstest2017 CASICT-cons.5144 385 -0.453909170609462
zh-en newstest2017 online-G.0 415 -0.421763112320512
zh-en newstest2017 PROMT-SMT.5125 488 -0.394951496386679
zh-en newstest2017 PROMT-SMT.5125 542 -0.0838370933330349
zh-en newstest2017 online-A.0 559 -0.259553464997729
zh-en newstest2017 jhu-nmt.5151 564 0.554224636450594
zh-en newstest2017 online-G.0 579 -0.741057587901321
zh-en newstest2017 online-A.0 598 0.8852242371146
zh-en newstest2017 xmunmt.5160 626 -0.259168560300354
zh-en newstest2017 online-B.0 745 0.0834531985110867
zh-en newstest2017 UU-HNMT.5162 775 -0.260850637583683
zh-en newstest2017 PROMT-SMT.5125 799 -0.182672389697645
zh-en newstest2017 SogouKnowing-nmt.5171 799 0.221732000896447
zh-en newstest2017 CASICT-cons.5144 822 -0.349761104186693
zh-en newstest2017 NRC.5172 825 0.527520723359332
zh-en newstest2017 afrl-mitll-opennmt.5109 838 0.338313552319228
zh-en newstest2017 NRC.5172 841 -0.280745207128359
zh-en newstest2017 UU-HNMT.5162 843 -0.776067682493135
zh-en newstest2017 online-B.0 886 0.347134841355477
zh-en newstest2017 ROCMT.5167 895 -0.283382301531936
zh-en newstest2017 online-F.0 911 -0.508529369013636
zh-en newstest2017 online-B.0 964 -1.21371110108661
zh-en newstest2017 NMT-Model-Average-Multi-Cards.5099 971 -1.63781318601382
zh-en newstest2017 Oregon-State-University-S.5173 987 0.125867612947659
zh-en newstest2017 jhu-nmt.5151 991 -0.623834608859857
zh-en newstest2017 xmunmt.5160 995 -0.13623593249836
zh-en newstest2017 afrl-mitll-opennmt.5109 998 0.536783309226729
zh-en newstest2017 uedin-nmt.5112 1015 -0.245487107510526
zh-en newstest2017 uedin-nmt.5112 1016 0.244964196468806
zh-en newstest2017 afrl-mitll-opennmt.5109 1053 -0.475566005234002
zh-en newstest2017 online-G.0 1085 -0.328644507329884
zh-en newstest2017 SogouKnowing-nmt.5171 1117 0.746607455098004
zh-en newstest2017 Oregon-State-University-S.5173 1119 0.180682418558623
zh-en newstest2017 PROMT-SMT.5125 1137 -0.246425601589349
zh-en newstest2017 xmunmt.5160 1172 -0.2562840556864
zh-en newstest2017 NRC.5172 1179 -0.118874716617853
zh-en newstest2017 afrl-mitll-opennmt.5109 1291 -0.163604974818353
zh-en newstest2017 PROMT-SMT.5125 1316 -1.72661334626707
zh-en newstest2017 afrl-mitll-opennmt.5109 1381 0.479123321524329
zh-en newstest2017 afrl-mitll-opennmt.5109 1407 0.54517055591526
zh-en newstest2017 UU-HNMT.5162 1416 -0.464992572249443
zh-en newstest2017 UU-HNMT.5162 1421 0.776853598313808
zh-en newstest2017 NRC.5172 1464 0.325797820599938
zh-en newstest2017 SogouKnowing-nmt.5171 1485 -0.14696271899522
zh-en newstest2017 afrl-mitll-opennmt.5109 1582 0.475203588998476
zh-en newstest2017 online-B.0 1644 -0.29702646211845
zh-en newstest2017 uedin-nmt.5112 1763 0.943681122667126
zh-en newstest2017 SogouKnowing-nmt.5171 1766 0.499145922690295
zh-en newstest2017 PROMT-SMT.5125 1781 -0.578663761068927
zh-en newstest2017 SogouKnowing-nmt.5171 1794 0.504255865745806
zh-en newstest2017 NRC.5172 1847 -0.0479462457918044
zh-en newstest2017 SogouKnowing-nmt.5171 1857 0.437246969962869
zh-en newstest2017 UU-HNMT.5162 1877 0.315242396658496
zh-en newstest2017 NMT-Model-Average-Multi-Cards.5099 1893 0.675323874945054
zh-en newstest2017 jhu-nmt.5151 1904 -0.481845959716636
zh-en newstest2017 NMT-Model-Average-Multi-Cards.5099 1977 -0.562969886171315
zh-en newstest2017 online-F.0 43 -0.417449535032899
zh-en newstest2017 PROMT-SMT.5125 57 -0.0901028814541311
zh-en newstest2017 online-G.0 82 -0.0198566537038394
zh-en newstest2017 SogouKnowing-nmt.5171 153 0.630050166286416
zh-en newstest2017 online-A.0 167 0.316939904765639
zh-en newstest2017 NRC.5172 171 0.684407355702156
zh-en newstest2017 CASICT-cons.5144 198 0.476854903013163
zh-en newstest2017 afrl-mitll-opennmt.5109 214 -1.06951942597958
zh-en newstest2017 xmunmt.5160+NRC.5172+uedin-nmt.5112 262 1.02453730297491
zh-en newstest2017 PROMT-SMT.5125 276 0.321266678527773
zh-en newstest2017 NMT-Model-Average-Multi-Cards.5099 317 -0.622266938731472
zh-en newstest2017 PROMT-SMT.5125 376 -0.0471154306374392
zh-en newstest2017 PROMT-SMT.5125 425 -1.04598531163416
zh-en newstest2017 ROCMT.5167 458 0.426535202216219
zh-en newstest2017 jhu-nmt.5151 470 0.556430384066833
zh-en newstest2017 PROMT-SMT.5125 517 -0.541907569929722
zh-en newstest2017 NMT-Model-Average-Multi-Cards.5099 597 -0.998587179494897
zh-en newstest2017 jhu-nmt.5151 608 0.125145671841524
zh-en newstest2017 online-G.0 612 -0.801924280954058
zh-en newstest2017 ROCMT.5167 615 -0.250690004335902
zh-en newstest2017 uedin-nmt.5112 617 0.117234680013593
zh-en newstest2017 online-B.0 662 0.221314629374924
zh-en newstest2017 NMT-Model-Average-Multi-Cards.5099 709 0.0615998197540613
zh-en newstest2017 CASICT-cons.5144 723 0.311352196062854
zh-en newstest2017 online-G.0 753 -0.655017517756008
zh-en newstest2017 online-G.0 764 0.0240053763382255
zh-en newstest2017 afrl-mitll-opennmt.5109 774 0.575558092502997
zh-en newstest2017 online-B.0 813 0.0483893767228536
zh-en newstest2017 CASICT-cons.5144 824 0.315976416510349
zh-en newstest2017 online-B.0 854 0.873703871053561
zh-en newstest2017 afrl-mitll-opennmt.5109 866 -0.0850343491666844
zh-en newstest2017 NMT-Model-Average-Multi-Cards.5099 956 -0.936214921333008
zh-en newstest2017 ROCMT.5167 1001 -0.5287213247098
zh-en newstest2017 uedin-nmt.5112 1007 0.648183265116985
zh-en newstest2017 Oregon-State-University-S.5173 1071 -0.248925408690626
zh-en newstest2017 afrl-mitll-opennmt.5109 1097 -0.386813215869888
zh-en newstest2017 ROCMT.5167 1099 -0.532755518614693
